CountyName,DEM_12_raw,OTHER_12_raw,REP_12_raw,NET_DEM_12_raw,WINNER_12_raw,DEM_12_pct,OTHER_12_pct,REP_12_pct,NET_DEM_12_pct,WINNER_12_pct,DEM_16_raw,OTHER_16_raw,REP_16_raw,NET_DEM_16_raw,WINNER_16_raw,DEM_16_pct,OTHER_16_pct,REP_16_pct,NET_DEM_16_pct,WINNER_16_pct,COUNTY_CAT,TREND_12_16,Region,FIPS,Reg_16_Total,Reg_16_Rep,Reg_16_Dem,Reg_16_Other,Reg_20_Total,Reg_20_Rep,Reg_20_Dem,Reg_20_Other,Total_Vote_16,Turnout_16,Expected_2020_Vote,DEM_20_raw,OTHER_20_raw,REP_20_raw,NET_DEM_20_raw,WINNER_20_raw,DEM_20_pct,OTHER_20_pct,REP_20_pct,NET_DEM_20_pct,WINNER_20_pct,Total_Vote_20,Turnout_20,Expected_20_Vote_Remaining,Proj_Dem_Vote_Remaining,Proj_Rep_Vote_Remaining,Proj_Other_Vote_Remaining,Proj_Dem_Vote_Total,Proj_Rep_Vote_Total,Proj_Other_Vote_Total,Proj_Dem_Margin,Proj_Winner
MIFFLIN,4273.0,159.0,11939.0,-7666.0,2,0.26,0.01,0.73,-0.47,2,3877.0,630.0,14094.0,-10217.0,2,0.21,0.03,0.76,-0.55,2,SOLID RED,-0.08,Alleghenies,42087,25933,15559,7599,2775,25283,15959,6569,2755,18601.0,0.717,18128.0,1932,0,6145,-4213,2,0.24,0,0.76,-0.52,2,8077,0.319,10051.0,2412.24,7638.76,0.0,4344.24,13783.76,0.0,-9440.0,2
MONROE,35221.0,829.0,26867.0,8354.0,1,0.56,0.01,0.43,0.13000000000000006,1,33918.0,2448.0,33386.0,532.0,1,0.49,0.04,0.48,0.010000000000000009,1,SOLID BLUE,-0.12,Poconos,42089,109247,36339,51884,21024,109981,37066,51348,21567,69752.0,0.638,70168.0,16022,0,11223,4799,1,0.59,0,0.41,0.18,1,27245,0.248,42923.0,25324.57,17598.43,0.0,41346.57,28821.43,0.0,12525.0,1
MONTGOMERY,233356.0,4463.0,174381.0,58975.0,1,0.57,0.01,0.42,0.14999999999999997,1,256082.0,15874.0,162731.0,93351.0,1,0.59,0.04,0.37,0.21999999999999997,1,SOLID BLUE,0.07,Philadelphia,42091,577418,215777,272287,89354,574403,201102,286292,87009,434687.0,0.753,432525.0,142281,0,63710,78571,1,0.69,0,0.31,0.37999999999999995,1,205991,0.359,226534.0,156308.46,70225.54,0.0,298589.45999999996,133935.53999999998,0.0,164654.0,1
MONTOUR,3053.0,126.0,4652.0,-1599.0,2,0.39,0.02,0.59,-0.19999999999999996,2,2857.0,411.0,5288.0,-2431.0,2,0.33,0.05,0.62,-0.29,2,SOLID RED,-0.09,Susquehanna Valley,42093,13098,6295,4742,2061,13299,6486,4695,2118,8556.0,0.653,8684.0,1534,0,1976,-442,2,0.44,0,0.56,-0.12000000000000005,2,3510,0.264,5174.0,2276.56,2897.44,0.0,3810.56,4873.4400000000005,0.0,-1063.0,2
McKEAN,5297.0,266.0,9545.0,-4248.0,2,0.35,0.02,0.63,-0.28,2,4025.0,636.0,11635.0,-7610.0,2,0.25,0.04,0.71,-0.45999999999999996,2,SOLID RED,-0.18,North Central,42083,24911,14198,7312,3401,24098,14309,6476,3313,16296.0,0.654,15760.0,1960,0,5678,-3718,2,0.26,0,0.74,-0.48,2,7638,0.317,8122.0,2111.7200000000003,6010.28,0.0,4071.7200000000003,11688.279999999999,0.0,-7617.0,2
NORTHAMPTON,67606.0,1683.0,61446.0,6160.0,1,0.52,0.01,0.47,0.050000000000000044,1,66272.0,5511.0,71736.0,-5464.0,2,0.46,0.04,0.5,-0.03999999999999998,2,OBAMA-TRUMP,-0.09,Philadelphia,42095,211402,73473,99075,38854,212972,75307,97878,39787,143519.0,0.679,144608.0,35180,0,24968,10212,1,0.58,0,0.42,0.15999999999999998,1,60148,0.282,84460.0,48986.799999999996,35473.2,0.0,84166.79999999999,60441.2,0.0,23726.0,1
NORTHUMBERLAND,13072.0,622.0,19518.0,-6446.0,2,0.39,0.02,0.59,-0.19999999999999996,2,9788.0,1407.0,25427.0,-15639.0,2,0.27,0.04,0.69,-0.41999999999999993,2,SOLID RED,-0.22,Susquehanna Valley,42097,56496,27678,21711,7107,53985,27878,18852,7255,36622.0,0.648,34982.0,5420,0,9898,-4478,2,0.35,0,0.65,-0.30000000000000004,2,15318,0.284,19664.0,6882.4,12781.6,0.0,12302.4,22679.6,0.0,-10377.0,2
PERRY,5685.0,323.0,13120.0,-7435.0,2,0.3,0.02,0.69,-0.38999999999999996,2,4632.0,910.0,15616.0,-10984.0,2,0.22,0.04,0.74,-0.52,2,SOLID RED,-0.13,PA Dutch,42099,28727,18045,7177,3505,28054,18095,6489,3470,21158.0,0.737,20676.0,2658,0,8022,-5364,2,0.25,0,0.75,-0.5,2,10680,0.381,9996.0,2499.0,7497.0,0.0,5157.0,15519.0,0.0,-10362.0,2
PHILADELPHIA,588806.0,5054.0,96467.0,492339.0,1,0.85,0.01,0.14,0.71,1,584025.0,14858.0,108748.0,475277.0,1,0.83,0.02,0.15,0.6799999999999999,1,SOLID BLUE,-0.03,Philadelphia,42101,1102560,125557,853091,123912,1076764,119335,827438,129991,707631.0,0.642,691282.0,301215,0,24937,276278,1,0.92,0,0.08,0.8400000000000001,1,326152,0.303,365130.0,335919.60000000003,29210.4,0.0,637134.6000000001,54147.4,0.0,582987.0,1
PIKE,10210.0,283.0,12786.0,-2576.0,2,0.44,0.01,0.55,-0.11000000000000004,2,9256.0,789.0,16056.0,-6800.0,2,0.35,0.03,0.62,-0.27,2,SOLID RED,-0.16,Poconos,42103,40087,17802,13972,8313,40955,18356,13974,8625,26101.0,0.651,26662.0,4466,0,5475,-1009,2,0.45,0,0.55,-0.10000000000000003,2,9941,0.243,16721.0,7524.45,9196.550000000001,0.0,11990.45,14671.550000000001,0.0,-2681.0,2
POTTER,1897.0,114.0,5231.0,-3334.0,2,0.26,0.02,0.72,-0.45999999999999996,2,1302.0,231.0,6251.0,-4949.0,2,0.17,0.03,0.8,-0.63,2,SOLID RED,-0.17,North Central,42105,11005,7051,2844,1110,10687,7197,2338,1152,7784.0,0.707,7556.0,756,0,3346,-2590,2,0.18,0,0.82,-0.6399999999999999,2,4102,0.384,3454.0,621.72,2832.2799999999997,0.0,1377.72,6178.28,0.0,-4801.0,2
SCHUYLKILL,24546.0,903.0,32278.0,-7732.0,2,0.43,0.02,0.56,-0.13000000000000006,2,16770.0,2098.0,44001.0,-27231.0,2,0.27,0.03,0.7,-0.42999999999999994,2,SOLID RED,-0.3,Poconos,42107,87989,43996,33846,10147,85526,45010,29869,10647,62869.0,0.715,61151.0,9855,0,19040,-9185,2,0.34,0,0.66,-0.32,2,28895,0.338,32256.0,10967.04,21288.960000000003,0.0,20822.04,40328.96000000001,0.0,-19507.0,2
SNYDER,4687.0,242.0,10073.0,-5386.0,2,0.31,0.02,0.67,-0.36000000000000004,2,4002.0,636.0,11725.0,-7723.0,2,0.24,0.04,0.72,-0.48,2,SOLID RED,-0.12,Susquehanna Valley,42109,22264,13863,5587,2814,22180,14140,5269,2771,16363.0,0.735,16302.0,2014,0,5721,-3707,2,0.26,0,0.74,-0.48,2,7735,0.349,8567.0,2227.42,6339.58,0.0,4241.42,12060.58,0.0,-7819.0,2
SOMERSET,9436.0,522.0,23984.0,-14548.0,2,0.28,0.02,0.71,-0.42999999999999994,2,7376.0,1018.0,27379.0,-20003.0,2,0.21,0.03,0.77,-0.56,2,SOLID RED,-0.13,Greater Pittsburgh,42111,49693,27363,17611,4719,46659,28032,14085,4542,35773.0,0.72,33594.0,4552,0,11981,-7429,2,0.28,0,0.72,-0.43999999999999995,2,16533,0.354,17061.0,4777.080000000001,12283.92,0.0,9329.080000000002,24264.92,0.0,-14936.0,2
SULLIVAN,1034.0,47.0,1868.0,-834.0,2,0.35,0.02,0.63,-0.28,2,750.0,95.0,2291.0,-1541.0,2,0.24,0.03,0.73,-0.49,2,SOLID RED,-0.21,Poconos,42113,4404,2422,1526,456,4416,2528,1416,472,3136.0,0.712,3144.0,522,0,1030,-508,2,0.34,0,0.66,-0.32,2,1552,0.351,1592.0,541.2800000000001,1050.72,0.0,1063.2800000000002,2080.7200000000003,0.0,-1017.0,2
SUSQUEHANNA,6935.0,309.0,10800.0,-3865.0,2,0.38,0.02,0.6,-0.21999999999999997,2,5123.0,849.0,12891.0,-7768.0,2,0.27,0.05,0.68,-0.41000000000000003,2,SOLID RED,-0.19,Poconos,42115,26373,15002,8035,3336,25516,15067,7168,3281,18863.0,0.715,18244.0,2481,0,5559,-3078,2,0.31,0,0.69,-0.37999999999999995,2,8040,0.315,10204.0,3163.24,7040.759999999999,0.0,5644.24,12599.759999999998,0.0,-6956.0,2
TIOGA,5357.0,305.0,11342.0,-5985.0,2,0.32,0.02,0.67,-0.35000000000000003,2,3901.0,810.0,13614.0,-9713.0,2,0.21,0.04,0.74,-0.53,2,SOLID RED,-0.18,North Central,42117,26592,15892,7183,3517,25221,15961,6009,3251,18325.0,0.689,17377.0,2017,0,7170,-5153,2,0.22,0,0.78,-0.56,2,9187,0.364,8190.0,1801.8,6388.2,0.0,3818.8,13558.2,0.0,-9739.0,2
UNION,6109.0,263.0,9896.0,-3787.0,2,0.38,0.02,0.61,-0.22999999999999998,2,6180.0,666.0,10622.0,-4442.0,2,0.35,0.04,0.61,-0.26,2,SOLID RED,-0.03,Susquehanna Valley,42119,24669,12910,7625,4134,24050,12824,7324,3902,17468.0,0.708,17027.0,3093,0,5107,-2014,2,0.38,0,0.62,-0.24,2,8200,0.341,8827.0,3354.26,5472.74,0.0,6447.26,10579.74,0.0,-4132.0,2
VENANGO,7945.0,407.0,13815.0,-5870.0,2,0.36,0.02,0.62,-0.26,2,6309.0,1018.0,16021.0,-9712.0,2,0.27,0.04,0.69,-0.41999999999999993,2,SOLID RED,-0.16,Great Lakes,42121,32655,17516,11081,4058,31048,17535,9591,3922,23348.0,0.715,22199.0,3342,0,6433,-3091,2,0.34,0,0.66,-0.32,2,9775,0.315,12424.0,4224.16,8199.84,0.0,7566.16,14632.84,0.0,-7067.0,2
WARREN,6995.0,294.0,10010.0,-3015.0,2,0.4,0.02,0.58,-0.17999999999999994,2,5145.0,812.0,12477.0,-7332.0,2,0.28,0.04,0.68,-0.4,2,SOLID RED,-0.22,North Central,42123,30146,15118,10502,4526,30486,15899,9797,4790,18434.0,0.611,18627.0,2545,0,4856,-2311,2,0.34,0,0.66,-0.32,2,7401,0.243,11226.0,3816.84,7409.160000000001,0.0,6361.84,12265.16,0.0,-5903.0,2
WASHINGTON,40345.0,1175.0,53230.0,-12885.0,2,0.43,0.01,0.56,-0.13000000000000006,2,36322.0,3742.0,61386.0,-25064.0,2,0.36,0.04,0.61,-0.25,2,SOLID RED,-0.12,Greater Pittsburgh,42125,138835,55307,68026,15502,145882,62074,66402,17406,101450.0,0.731,106640.0,23766,0,21325,2441,1,0.53,0,0.47,0.06000000000000005,1,45091,0.309,61549.0,32620.97,28928.03,0.0,56386.97,50253.03,0.0,6134.0,1
WAYNE,8396.0,315.0,12896.0,-4500.0,2,0.39,0.01,0.6,-0.20999999999999996,2,7008.0,766.0,16244.0,-9236.0,2,0.29,0.03,0.68,-0.39000000000000007,2,SOLID RED,-0.18,Poconos,42127,33683,18116,10152,5415,33353,18556,9565,5232,24018.0,0.713,23781.0,3801,0,7611,-3810,2,0.33,0,0.67,-0.34,2,11412,0.342,12369.0,4081.77,8287.230000000001,0.0,7882.77,15898.230000000001,0.0,-8015.0,2
WESTMORELAND,63722.0,1918.0,103932.0,-40210.0,2,0.38,0.01,0.61,-0.22999999999999998,2,59669.0,5860.0,116522.0,-56853.0,2,0.33,0.03,0.64,-0.31,2,SOLID RED,-0.08,Greater Pittsburgh,42129,246020,103853,113582,28585,239997,109215,102458,28324,182051.0,0.74,177598.0,39351,0,39590,-239,2,0.5,0,0.5,0.0,2,78941,0.329,98657.0,49328.5,49328.5,0.0,88679.5,88918.5,0.0,-239.0,2
WYOMING,5061.0,224.0,6587.0,-1526.0,2,0.43,0.02,0.55,-0.12000000000000005,2,3811.0,496.0,8837.0,-5026.0,2,0.29,0.04,0.67,-0.38000000000000006,2,SOLID RED,-0.26,Poconos,42131,16865,9592,5350,1923,17209,10023,5206,1980,13144.0,0.779,13406.0,2051,0,4145,-2094,2,0.33,0,0.67,-0.34,2,6196,0.36,7210.0,2379.3,4830.700000000001,0.0,4430.3,8975.7,0.0,-4545.0,2
YORK,73191.0,2734.0,113304.0,-40113.0,2,0.39,0.01,0.6,-0.20999999999999996,2,68524.0,8934.0,128528.0,-60004.0,2,0.33,0.04,0.62,-0.29,2,SOLID RED,-0.08,PA Dutch,42133,295895,147452,102563,45880,291334,148124,97447,45763,205986.0,0.696,202768.0,33339,0,48248,-14909,2,0.41,0,0.59,-0.18,2,81587,0.28,121181.0,49684.21,71496.79,0.0,83023.20999999999,119744.79,0.0,-36722.0,2
